	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr16:77,000,000-78,000,000	239	15277	239	15277	239	15277	239	15277	239	15277	239	15277	1,434	91,662
chr16:78,000,000-79,000,000	232	12180	232	12180	232	12180	232	12180	232	12180	232	12180	1,392	73,080
chr16:79,000,000-80,000,000	228	15654	228	15654	228	15654	228	15654	228	15654	228	15654	1,368	93,924
chr16:80,000,000-81,000,000	248	33458	248	33458	248	33458	248	33458	248	33458	248	33458	1,488	200,748
chr16:81,000,000-82,000,000	345	27322	345	27322	345	27322	345	27322	345	27322	345	27322	2,070	163,932
chr16:82,000,000-83,000,000	221	22330	221	22330	221	22330	221	22330	221	22330	221	22330	1,326	133,980
chr16:83,000,000-84,000,000	225	21128	225	21128	225	21128	225	21128	225	21128	225	21128	1,350	126,768
chr16:84,000,000-85,000,000	308	18781	308	18781	308	18781	308	18781	308	18781	308	18781	1,848	112,686
chr16:85,000,000-86,000,000	280	30145	280	30145	280	30145	280	30145	280	30145	280	30145	1,680	180,870
chr16:86,000,000-87,000,000	256	43108	256	43108	256	43108	256	43108	256	43108	256	43108	1,536	258,648
chr16:87,000,000-88,000,000	617	58563	617	58563	617	58563	617	58563	617	58563	617	58563	3,702	351,378
chr16:88,000,000-89,000,000	716	166646	716	166646	716	166646	716	166646	716	166646	716	166646	4,296	999,876
chr16:89,000,000-90,000,000	427	48603	427	48603	427	48603	427	48603	427	48603	427	48603	2,562	291,618
chr16:90,000,000-90,338,345	74	254826	74	254826	74	254826	74	254826	74	254826	74	254826	444	1,528,956
chr17:0-1,000,000	387	296568	387	296568	387	296568	387	296568	387	296568	387	296568	2,322	1,779,408
chr17:1,000,000-2,000,000	521	48149	521	48149	521	48149	521	48149	521	48149	521	48149	3,126	288,894
chr17:2,000,000-3,000,000	490	27420	490	27420	490	27420	490	27420	490	27420	490	27420	2,940	164,520
chr17:3,000,000-4,000,000	534	125063	534	125063	534	125063	534	125063	534	125063	534	125063	3,204	750,378
chr17:4,000,000-5,000,000	427	27624	427	27624	427	27624	427	27624	427	27624	427	27624	2,562	165,744
chr17:5,000,000-6,000,000	519	43221	519	43221	519	43221	519	43221	519	43221	519	43221	3,114	259,326
chr17:6,000,000-7,000,000	454	38743	454	38743	454	38743	454	38743	454	38743	454	38743	2,724	232,458
chr17:7,000,000-8,000,000	506	27885	506	27885	506	27885	506	27885	506	27885	506	27885	3,036	167,310
chr17:8,000,000-9,000,000	418	23955	418	23955	418	23955	418	23955	418	23955	418	23955	2,508	143,730
chr17:9,000,000-10,000,000	423	31147	423	31147	423	31147	423	31147	423	31147	423	31147	2,538	186,882
chr17:10,000,000-11,000,000	415	26901	415	26901	415	26901	415	26901	415	26901	415	26901	2,490	161,406
chr17:11,000,000-12,000,000	347	30553	347	30553	347	30553	347	30553	347	30553	347	30553	2,082	183,318
chr17:12,000,000-13,000,000	344	27911	344	27911	344	27911	344	27911	344	27911	344	27911	2,064	167,466
chr17:13,000,000-14,000,000	329	22378	329	22378	329	22378	329	22378	329	22378	329	22378	1,974	134,268
chr17:14,000,000-15,000,000	304	55733	304	55733	304	55733	304	55733	304	55733	304	55733	1,824	334,398
chr17:15,000,000-16,000,000	684	267080	684	267080	684	267080	684	267080	684	267080	684	267080	4,104	1,602,480
chr17:16,000,000-17,000,000	611	200770	611	200770	611	200770	611	200770	611	200770	611	200770	3,666	1,204,620
chr17:17,000,000-18,000,000	353	26278	353	26278	353	26278	353	26278	353	26278	353	26278	2,118	157,668
chr17:18,000,000-19,000,000	693	396922	693	396922	693	396922	693	396922	693	396922	693	396922	4,158	2,381,532
chr17:19,000,000-20,000,000	347	236688	347	236688	347	236688	347	236688	347	236688	347	236688	2,082	1,420,128
chr17:20,000,000-21,000,000	808	388231	808	388231	808	388231	808	388231	808	388231	808	388231	4,848	2,329,386
chr17:21,000,000-22,000,000	895	421561	895	421561	895	421561	895	421561	895	421561	895	421561	5,370	2,529,366
chr17:22,000,000-23,000,000	1042	463479	1042	463479	1042	463479	1042	463479	1042	463479	1042	463479	6,252	2,780,874
chr17:23,000,000-24,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr17:24,000,000-25,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr17:25,000,000-26,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr17:26,000,000-27,000,000	169	912467	169	912467	169	912467	169	912467	169	912467	169	912467	1,014	5,474,802
chr17:27,000,000-28,000,000	593	80665	593	80665	593	80665	593	80665	593	80665	593	80665	3,558	483,990
chr17:28,000,000-29,000,000	400	29403	400	29403	400	29403	400	29403	400	29403	400	29403	2,400	176,418
chr17:29,000,000-30,000,000	425	27975	425	27975	425	27975	425	27975	425	27975	425	27975	2,550	167,850
chr17:30,000,000-31,000,000	790	135670	790	135670	790	135670	790	135670	790	135670	790	135670	4,740	814,020
chr17:31,000,000-32,000,000	621	70971	621	70971	621	70971	621	70971	621	70971	621	70971	3,726	425,826
chr17:32,000,000-33,000,000	481	102397	481	102397	481	102397	481	102397	481	102397	481	102397	2,886	614,382
chr17:33,000,000-34,000,000	214	20647	214	20647	214	20647	214	20647	214	20647	214	20647	1,284	123,882
chr17:34,000,000-35,000,000	243	38077	243	38077	243	38077	243	38077	243	38077	243	38077	1,458	228,462
chr17:35,000,000-36,000,000	460	39968	460	39968	460	39968	460	39968	460	39968	460	39968	2,760	239,808
chr17:36,000,000-37,000,000	400	286505	400	286505	400	286505	400	286505	400	286505	400	286505	2,400	1,719,030
chr17:37,000,000-38,000,000	364	138729	364	138729	364	138729	364	138729	364	138729	364	138729	2,184	832,374
chr17:38,000,000-39,000,000	546	337429	546	337429	546	337429	546	337429	546	337429	546	337429	3,276	2,024,574
chr17:39,000,000-40,000,000	422	19312	422	19312	422	19312	422	19312	422	19312	422	19312	2,532	115,872
chr17:40,000,000-41,000,000	357	18517	357	18517	357	18517	357	18517	357	18517	357	18517	2,142	111,102
chr17:41,000,000-42,000,000	596	64574	596	64574	596	64574	596	64574	596	64574	596	64574	3,576	387,444
chr17:42,000,000-43,000,000	487	37186	487	37186	487	37186	487	37186	487	37186	487	37186	2,922	223,116
chr17:43,000,000-44,000,000	465	127346	465	127346	465	127346	465	127346	465	127346	465	127346	2,790	764,076
chr17:44,000,000-45,000,000	450	28578	450	28578	450	28578	450	28578	450	28578	450	28578	2,700	171,468
chr17:45,000,000-46,000,000	371	203343	371	203343	371	203343	371	203343	371	203343	371	203343	2,226	1,220,058
chr17:46,000,000-47,000,000	332	465044	332	465044	332	465044	332	465044	332	465044	332	465044	1,992	2,790,264
chr17:47,000,000-48,000,000	690	159518	690	159518	690	159518	690	159518	690	159518	690	159518	4,140	957,108
chr17:48,000,000-49,000,000	391	19365	391	19365	391	19365	391	19365	391	19365	391	19365	2,346	116,190
chr17:49,000,000-50,000,000	413	23478	413	23478	413	23478	413	23478	413	23478	413	23478	2,478	140,868
chr17:50,000,000-51,000,000	339	18127	339	18127	339	18127	339	18127	339	18127	339	18127	2,034	108,762
chr17:51,000,000-52,000,000	328	26153	328	26153	328	26153	328	26153	328	26153	328	26153	1,968	156,918
chr17:52,000,000-53,000,000	214	30533	214	30533	214	30533	214	30533	214	30533	214	30533	1,284	183,198
chr17:53,000,000-54,000,000	243	35428	243	35428	243	35428	243	35428	243	35428	243	35428	1,458	212,568
chr17:54,000,000-55,000,000	341	25788	341	25788	341	25788	341	25788	341	25788	341	25788	2,046	154,728
chr17:55,000,000-56,000,000	301	30076	301	30076	301	30076	301	30076	301	30076	301	30076	1,806	180,456
chr17:56,000,000-57,000,000	307	34933	307	34933	307	34933	307	34933	307	34933	307	34933	1,842	209,598
chr17:57,000,000-58,000,000	269	14664	269	14664	269	14664	269	14664	269	14664	269	14664	1,614	87,984
chr17:58,000,000-59,000,000	394	26804	394	26804	394	26804	394	26804	394	26804	394	26804	2,364	160,824
chr17:59,000,000-60,000,000	565	80104	565	80104	565	80104	565	80104	565	80104	565	80104	3,390	480,624
chr17:60,000,000-61,000,000	472	112191	472	112191	472	112191	472	112191	472	112191	472	112191	2,832	673,146
chr17:61,000,000-62,000,000	310	22247	310	22247	310	22247	310	22247	310	22247	310	22247	1,860	133,482
chr17:62,000,000-63,000,000	830	164070	830	164070	830	164070	830	164070	830	164070	830	164070	4,980	984,420
chr17:63,000,000-64,000,000	370	40046	370	40046	370	40046	370	40046	370	40046	370	40046	2,220	240,276
chr17:64,000,000-65,000,000	609	154352	609	154352	609	154352	609	154352	609	154352	609	154352	3,654	926,112
chr17:65,000,000-66,000,000	313	20645	313	20645	313	20645	313	20645	313	20645	313	20645	1,878	123,870
chr17:66,000,000-67,000,000	306	23474	306	23474	306	23474	306	23474	306	23474	306	23474	1,836	140,844
chr17:67,000,000-68,000,000	511	26267	511	26267	511	26267	511	26267	511	26267	511	26267	3,066	157,602
chr17:68,000,000-69,000,000	566	49465	566	49465	566	49465	566	49465	566	49465	566	49465	3,396	296,790
chr17:69,000,000-70,000,000	292	34910	292	34910	292	34910	292	34910	292	34910	292	34910	1,752	209,460
chr17:70,000,000-71,000,000	250	30620	250	30620	250	30620	250	30620	250	30620	250	30620	1,500	183,720
chr17:71,000,000-72,000,000	263	23749	263	23749	263	23749	263	23749	263	23749	263	23749	1,578	142,494
chr17:72,000,000-73,000,000	300	19929	300	19929	300	19929	300	19929	300	19929	300	19929	1,800	119,574
chr17:73,000,000-74,000,000	307	21240	307	21240	307	21240	307	21240	307	21240	307	21240	1,842	127,440
chr17:74,000,000-75,000,000	355	20142	355	20142	355	20142	355	20142	355	20142	355	20142	2,130	120,852
chr17:75,000,000-76,000,000	496	25970	496	25970	496	25970	496	25970	496	25970	496	25970	2,976	155,820
chr17:76,000,000-77,000,000	432	29525	432	29525	432	29525	432	29525	432	29525	432	29525	2,592	177,150
chr17:77,000,000-78,000,000	380	31443	380	31443	380	31443	380	31443	380	31443	380	31443	2,280	188,658
chr17:78,000,000-79,000,000	369	20603	369	20603	369	20603	369	20603	369	20603	369	20603	2,214	123,618
chr17:79,000,000-80,000,000	308	23346	308	23346	308	23346	308	23346	308	23346	308	23346	1,848	140,076
chr17:80,000,000-81,000,000	371	36212	371	36212	371	36212	371	36212	371	36212	371	36212	2,226	217,272
chr17:81,000,000-82,000,000	330	79626	330	79626	330	79626	330	79626	330	79626	330	79626	1,980	477,756
chr17:82,000,000-83,000,000	369	37521	369	37521	369	37521	369	37521	369	37521	369	37521	2,214	225,126
chr17:83,000,000-83,257,441	79	65948	79	65948	79	65948	79	65948	79	65948	79	65948	474	395,688
chr18:0-1,000,000	388	147690	388	147690	388	147690	388	147690	388	147690	388	147690	2,328	886,140
chr18:1,000,000-2,000,000	274	39927	274	39927	274	39927	274	39927	274	39927	274	39927	1,644	239,562
chr18:2,000,000-3,000,000	270	48605	270	48605	270	48605	270	48605	270	48605	270	48605	1,620	291,630
chr18:3,000,000-4,000,000	339	24245	339	24245	339	24245	339	24245	339	24245	339	24245	2,034	145,470
chr18:4,000,000-5,000,000	255	29725	255	29725	255	29725	255	29725	255	29725	255	29725	1,530	178,350
chr18:5,000,000-6,000,000	193	29844	193	29844	193	29844	193	29844	193	29844	193	29844	1,158	179,064
chr18:6,000,000-7,000,000	238	25886	238	25886	238	25886	238	25886	238	25886	238	25886	1,428	155,316
chr18:7,000,000-8,000,000	309	34030	309	34030	309	34030	309	34030	309	34030	309	34030	1,854	204,180
chr18:8,000,000-9,000,000	259	29488	259	29488	259	29488	259	29488	259	29488	259	29488	1,554	176,928
chr18:9,000,000-10,000,000	332	27026	332	27026	332	27026	332	27026	332	27026	332	27026	1,992	162,156
chr18:10,000,000-11,000,000	377	59421	377	59421	377	59421	377	59421	377	59421	377	59421	2,262	356,526
chr18:11,000,000-12,000,000	381	62419	381	62419	381	62419	381	62419	381	62419	381	62419	2,286	374,514
chr18:12,000,000-13,000,000	533	84122	533	84122	533	84122	533	84122	533	84122	533	84122	3,198	504,732
chr18:13,000,000-14,000,000	269	35870	269	35870	269	35870	269	35870	269	35870	269	35870	1,614	215,220
chr18:14,000,000-15,000,000	1484	528426	1484	528426	1484	528426	1484	528426	1484	528426	1484	528426	8,904	3,170,556
chr18:15,000,000-16,000,000	477	921658	477	921658	477	921658	477	921658	477	921658	477	921658	2,862	5,529,948
chr18:16,000,000-17,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr18:17,000,000-18,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr18:18,000,000-19,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr18:19,000,000-20,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr18:20,000,000-21,000,000	32	957583	32	957583	32	957583	32	957583	32	957583	32	957583	192	5,745,498
chr18:21,000,000-22,000,000	377	22632	377	22632	377	22632	377	22632	377	22632	377	22632	2,262	135,792
chr18:22,000,000-23,000,000	295	42033	295	42033	295	42033	295	42033	295	42033	295	42033	1,770	252,198
chr18:23,000,000-24,000,000	378	22249	378	22249	378	22249	378	22249	378	22249	378	22249	2,268	133,494
chr18:24,000,000-25,000,000	242	29977	242	29977	242	29977	242	29977	242	29977	242	29977	1,452	179,862
chr18:25,000,000-26,000,000	220	19139	220	19139	220	19139	220	19139	220	19139	220	19139	1,320	114,834
chr18:26,000,000-27,000,000	369	31465	369	31465	369	31465	369	31465	369	31465	369	31465	2,214	188,790
chr18:27,000,000-28,000,000	209	40510	209	40510	209	40510	209	40510	209	40510	209	40510	1,254	243,060
chr18:28,000,000-29,000,000	240	35684	240	35684	240	35684	240	35684	240	35684	240	35684	1,440	214,104
chr18:29,000,000-30,000,000	203	20276	203	20276	203	20276	203	20276	203	20276	203	20276	1,218	121,656
chr18:30,000,000-31,000,000	211	21584	211	21584	211	21584	211	21584	211	21584	211	21584	1,266	129,504
chr18:31,000,000-32,000,000	308	25325	308	25325	308	25325	308	25325	308	25325	308	25325	1,848	151,950
chr18:32,000,000-33,000,000	298	33803	298	33803	298	33803	298	33803	298	33803	298	33803	1,788	202,818
chr18:33,000,000-34,000,000	223	33673	223	33673	223	33673	223	33673	223	33673	223	33673	1,338	202,038
chr18:34,000,000-35,000,000	237	39960	237	39960	237	39960	237	39960	237	39960	237	39960	1,422	239,760
chr18:35,000,000-36,000,000	313	46205	313	46205	313	46205	313	46205	313	46205	313	46205	1,878	277,230
chr18:36,000,000-37,000,000	248	24042	248	24042	248	24042	248	24042	248	24042	248	24042	1,488	144,252
chr18:37,000,000-38,000,000	262	41776	262	41776	262	41776	262	41776	262	41776	262	41776	1,572	250,656
chr18:38,000,000-39,000,000	180	10027	180	10027	180	10027	180	10027	180	10027	180	10027	1,080	60,162
chr18:39,000,000-40,000,000	212	32946	212	32946	212	32946	212	32946	212	32946	212	32946	1,272	197,676
chr18:40,000,000-41,000,000	228	28738	228	28738	228	28738	228	28738	228	28738	228	28738	1,368	172,428
chr18:41,000,000-42,000,000	173	23146	173	23146	173	23146	173	23146	173	23146	173	23146	1,038	138,876
chr18:42,000,000-43,000,000	261	29684	261	29684	261	29684	261	29684	261	29684	261	29684	1,566	178,104
chr18:43,000,000-44,000,000	264	32965	264	32965	264	32965	264	32965	264	32965	264	32965	1,584	197,790
chr18:44,000,000-45,000,000	277	33545	277	33545	277	33545	277	33545	277	33545	277	33545	1,662	201,270
chr18:45,000,000-46,000,000	245	31039	245	31039	245	31039	245	31039	245	31039	245	31039	1,470	186,234
chr18:46,000,000-47,000,000	298	60441	298	60441	298	60441	298	60441	298	60441	298	60441	1,788	362,646
chr18:47,000,000-48,000,000	214	65497	214	65497	214	65497	214	65497	214	65497	214	65497	1,284	392,982
chr18:48,000,000-49,000,000	222	20589	222	20589	222	20589	222	20589	222	20589	222	20589	1,332	123,534
chr18:49,000,000-50,000,000	331	47249	331	47249	331	47249	331	47249	331	47249	331	47249	1,986	283,494
chr18:50,000,000-51,000,000	279	29561	279	29561	279	29561	279	29561	279	29561	279	29561	1,674	177,366
chr18:51,000,000-52,000,000	274	36792	274	36792	274	36792	274	36792	274	36792	274	36792	1,644	220,752
chr18:52,000,000-53,000,000	216	19595	216	19595	216	19595	216	19595	216	19595	216	19595	1,296	117,570
chr18:53,000,000-54,000,000	291	40925	291	40925	291	40925	291	40925	291	40925	291	40925	1,746	245,550
chr18:54,000,000-55,000,000	254	38136	254	38136	254	38136	254	38136	254	38136	254	38136	1,524	228,816
chr18:55,000,000-56,000,000	204	25304	204	25304	204	25304	204	25304	204	25304	204	25304	1,224	151,824
chr18:56,000,000-57,000,000	198	25956	198	25956	198	25956	198	25956	198	25956	198	25956	1,188	155,736
chr18:57,000,000-58,000,000	325	38649	325	38649	325	38649	325	38649	325	38649	325	38649	1,950	231,894
chr18:58,000,000-59,000,000	263	22027	263	22027	263	22027	263	22027	263	22027	263	22027	1,578	132,162
chr18:59,000,000-60,000,000	327	32400	327	32400	327	32400	327	32400	327	32400	327	32400	1,962	194,400
chr18:60,000,000-61,000,000	255	37531	255	37531	255	37531	255	37531	255	37531	255	37531	1,530	225,186
chr18:61,000,000-62,000,000	263	33682	263	33682	263	33682	263	33682	263	33682	263	33682	1,578	202,092
chr18:62,000,000-63,000,000	260	26503	260	26503	260	26503	260	26503	260	26503	260	26503	1,560	159,018
chr18:63,000,000-64,000,000	314	36995	314	36995	314	36995	314	36995	314	36995	314	36995	1,884	221,970
chr18:64,000,000-65,000,000	245	36999	245	36999	245	36999	245	36999	245	36999	245	36999	1,470	221,994
chr18:65,000,000-66,000,000	255	26677	255	26677	255	26677	255	26677	255	26677	255	26677	1,530	160,062
chr18:66,000,000-67,000,000	214	20679	214	20679	214	20679	214	20679	214	20679	214	20679	1,284	124,074
chr18:67,000,000-68,000,000	287	26236	287	26236	287	26236	287	26236	287	26236	287	26236	1,722	157,416
chr18:68,000,000-69,000,000	279	37152	279	37152	279	37152	279	37152	279	37152	279	37152	1,674	222,912
chr18:69,000,000-70,000,000	247	29965	247	29965	247	29965	247	29965	247	29965	247	29965	1,482	179,790
chr18:70,000,000-71,000,000	333	44356	333	44356	333	44356	333	44356	333	44356	333	44356	1,998	266,136
chr18:71,000,000-72,000,000	251	30095	251	30095	251	30095	251	30095	251	30095	251	30095	1,506	180,570
chr18:72,000,000-73,000,000	204	23800	204	23800	204	23800	204	23800	204	23800	204	23800	1,224	142,800
chr18:73,000,000-74,000,000	249	31686	249	31686	249	31686	249	31686	249	31686	249	31686	1,494	190,116
chr18:74,000,000-75,000,000	215	23150	215	23150	215	23150	215	23150	215	23150	215	23150	1,290	138,900
chr18:75,000,000-76,000,000	179	18529	179	18529	179	18529	179	18529	179	18529	179	18529	1,074	111,174
chr18:76,000,000-77,000,000	304	31306	304	31306	304	31306	304	31306	304	31306	304	31306	1,824	187,836
chr18:77,000,000-78,000,000	323	42787	323	42787	323	42787	323	42787	323	42787	323	42787	1,938	256,722
chr18:78,000,000-79,000,000	213	42387	213	42387	213	42387	213	42387	213	42387	213	42387	1,278	254,322
chr18:79,000,000-80,000,000	278	84958	278	84958	278	84958	278	84958	278	84958	278	84958	1,668	509,748
chr18:80,000,000-80,373,285	80	128740	80	128740	80	128740	80	128740	80	128740	80	128740	480	772,440
chr19:0-1,000,000	452	329503	452	329503	452	329503	452	329503	452	329503	452	329503	2,712	1,977,018
chr19:1,000,000-2,000,000	464	42974	464	42974	464	42974	464	42974	464	42974	464	42974	2,784	257,844
chr19:2,000,000-3,000,000	557	39566	557	39566	557	39566	557	39566	557	39566	557	39566	3,342	237,396
chr19:3,000,000-4,000,000	538	41475	538	41475	538	41475	538	41475	538	41475	538	41475	3,228	248,850
chr19:4,000,000-5,000,000	620	42613	620	42613	620	42613	620	42613	620	42613	620	42613	3,720	255,678
chr19:5,000,000-6,000,000	494	34849	494	34849	494	34849	494	34849	494	34849	494	34849	2,964	209,094
chr19:6,000,000-7,000,000	557	38113	557	38113	557	38113	557	38113	557	38113	557	38113	3,342	228,678
chr19:7,000,000-8,000,000	510	79858	510	79858	510	79858	510	79858	510	79858	510	79858	3,060	479,148
chr19:8,000,000-9,000,000	591	125748	591	125748	591	125748	591	125748	591	125748	591	125748	3,546	754,488
chr19:9,000,000-10,000,000	603	38051	603	38051	603	38051	603	38051	603	38051	603	38051	3,618	228,306
chr19:10,000,000-11,000,000	564	25735	564	25735	564	25735	564	25735	564	25735	564	25735	3,384	154,410
chr19:11,000,000-12,000,000	678	46229	678	46229	678	46229	678	46229	678	46229	678	46229	4,068	277,374
chr19:12,000,000-13,000,000	671	51374	671	51374	671	51374	671	51374	671	51374	671	51374	4,026	308,244
chr19:13,000,000-14,000,000	496	26366	496	26366	496	26366	496	26366	496	26366	496	26366	2,976	158,196
chr19:14,000,000-15,000,000	807	59595	807	59595	807	59595	807	59595	807	59595	807	59595	4,842	357,570
chr19:15,000,000-16,000,000	518	50128	518	50128	518	50128	518	50128	518	50128	518	50128	3,108	300,768
chr19:16,000,000-17,000,000	463	29275	463	29275	463	29275	463	29275	463	29275	463	29275	2,778	175,650
chr19:17,000,000-18,000,000	545	28685	545	28685	545	28685	545	28685	545	28685	545	28685	3,270	172,110
chr19:18,000,000-19,000,000	437	23770	437	23770	437	23770	437	23770	437	23770	437	23770	2,622	142,620
chr19:19,000,000-20,000,000	479	29897	479	29897	479	29897	479	29897	479	29897	479	29897	2,874	179,382
chr19:20,000,000-21,000,000	763	75047	763	75047	763	75047	763	75047	763	75047	763	75047	4,578	450,282
chr19:21,000,000-22,000,000	695	58842	695	58842	695	58842	695	58842	695	58842	695	58842	4,170	353,052
chr19:22,000,000-23,000,000	1006	104079	1006	104079	1006	104079	1006	104079	1006	104079	1006	104079	6,036	624,474
chr19:23,000,000-24,000,000	636	58261	636	58261	636	58261	636	58261	636	58261	636	58261	3,816	349,566
chr19:24,000,000-25,000,000	212	695489	212	695489	212	695489	212	695489	212	695489	212	695489	1,272	4,172,934
chr19:25,000,000-26,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr19:26,000,000-27,000,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr19:27,000,000-28,000,000	292	400101	292	400101	292	400101	292	400101	292	400101	292	400101	1,752	2,400,606
chr19:28,000,000-29,000,000	354	45947	354	45947	354	45947	354	45947	354	45947	354	45947	2,124	275,682
chr19:29,000,000-30,000,000	322	47766	322	47766	322	47766	322	47766	322	47766	322	47766	1,932	286,596
chr19:30,000,000-31,000,000	231	29770	231	29770	231	29770	231	29770	231	29770	231	29770	1,386	178,620
chr19:31,000,000-32,000,000	222	16794	222	16794	222	16794	222	16794	222	16794	222	16794	1,332	100,764
chr19:32,000,000-33,000,000	424	40896	424	40896	424	40896	424	40896	424	40896	424	40896	2,544	245,376
chr19:33,000,000-34,000,000	363	22814	363	22814	363	22814	363	22814	363	22814	363	22814	2,178	136,884
chr19:34,000,000-35,000,000	478	53752	478	53752	478	53752	478	53752	478	53752	478	53752	2,868	322,512
chr19:35,000,000-36,000,000	379	93044	379	93044	379	93044	379	93044	379	93044	379	93044	2,274	558,264
chr19:36,000,000-37,000,000	510	84241	510	84241	510	84241	510	84241	510	84241	510	84241	3,060	505,446
chr19:37,000,000-38,000,000	511	91195	511	91195	511	91195	511	91195	511	91195	511	91195	3,066	547,170
chr19:38,000,000-39,000,000	530	41664	530	41664	530	41664	530	41664	530	41664	530	41664	3,180	249,984
chr19:39,000,000-40,000,000	485	62984	485	62984	485	62984	485	62984	485	62984	485	62984	2,910	377,904
chr19:40,000,000-41,000,000	652	74535	652	74535	652	74535	652	74535	652	74535	652	74535	3,912	447,210
chr19:41,000,000-42,000,000	567	50311	567	50311	567	50311	567	50311	567	50311	567	50311	3,402	301,866
chr19:42,000,000-43,000,000	965	174739	965	174739	965	174739	965	174739	965	174739	965	174739	5,790	1,048,434
chr19:43,000,000-44,000,000	1060	197417	1060	197417	1060	197417	1060	197417	1060	197417	1060	197417	6,360	1,184,502
chr19:44,000,000-45,000,000	549	70593	549	70593	549	70593	549	70593	549	70593	549	70593	3,294	423,558
chr19:45,000,000-46,000,000	478	24140	478	24140	478	24140	478	24140	478	24140	478	24140	2,868	144,840
chr19:46,000,000-47,000,000	519	31705	519	31705	519	31705	519	31705	519	31705	519	31705	3,114	190,230
chr19:47,000,000-48,000,000	544	96149	544	96149	544	96149	544	96149	544	96149	544	96149	3,264	576,894
chr19:48,000,000-49,000,000	589	34862	589	34862	589	34862	589	34862	589	34862	589	34862	3,534	209,172
chr19:49,000,000-50,000,000	566	51826	566	51826	566	51826	566	51826	566	51826	566	51826	3,396	310,956
chr19:50,000,000-51,000,000	531	100590	531	100590	531	100590	531	100590	531	100590	531	100590	3,186	603,540
chr19:51,000,000-52,000,000	378	33568	378	33568	378	33568	378	33568	378	33568	378	33568	2,268	201,408
chr19:52,000,000-53,000,000	760	58273	760	58273	760	58273	760	58273	760	58273	760	58273	4,560	349,638
chr19:53,000,000-54,000,000	774	80786	774	80786	774	80786	774	80786	774	80786	774	80786	4,644	484,716
chr19:54,000,000-55,000,000	928	129426	928	129426	928	129426	928	129426	928	129426	928	129426	5,568	776,556
chr19:55,000,000-56,000,000	511	60474	511	60474	511	60474	511	60474	511	60474	511	60474	3,066	362,844
chr19:56,000,000-57,000,000	420	43751	420	43751	420	43751	420	43751	420	43751	420	43751	2,520	262,506
chr19:57,000,000-58,000,000	566	55918	566	55918	566	55918	566	55918	566	55918	566	55918	3,396	335,508
chr19:58,000,000-58,617,616	267	98321	267	98321	267	98321	267	98321	267	98321	267	98321	1,602	589,926
chr20:0-1,000,000	371	95448	371	95448	371	95448	371	95448	371	95448	371	95448	2,226	572,688
chr20:1,000,000-2,000,000	271	37662	271	37662	271	37662	271	37662	271	37662	271	37662	1,626	225,972
chr20:2,000,000-3,000,000	298	25937	298	25937	298	25937	298	25937	298	25937	298	25937	1,788	155,622
chr20:3,000,000-4,000,000	404	32395	404	32395	404	32395	404	32395	404	32395	404	32395	2,424	194,370
chr20:4,000,000-5,000,000	328	34797	328	34797	328	34797	328	34797	328	34797	328	34797	1,968	208,782
chr20:5,000,000-6,000,000	453	40477	453	40477	453	40477	453	40477	453	40477	453	40477	2,718	242,862
chr20:6,000,000-7,000,000	236	29124	236	29124	236	29124	236	29124	236	29124	236	29124	1,416	174,744
chr20:7,000,000-8,000,000	228	26559	228	26559	228	26559	228	26559	228	26559	228	26559	1,368	159,354
chr20:8,000,000-9,000,000	212	30027	212	30027	212	30027	212	30027	212	30027	212	30027	1,272	180,162
chr20:9,000,000-10,000,000	216	23829	216	23829	216	23829	216	23829	216	23829	216	23829	1,296	142,974
chr20:10,000,000-11,000,000	234	17922	234	17922	234	17922	234	17922	234	17922	234	17922	1,404	107,532
chr20:11,000,000-12,000,000	217	19937	217	19937	217	19937	217	19937	217	19937	217	19937	1,302	119,622
chr20:12,000,000-13,000,000	225	59139	225	59139	225	59139	225	59139	225	59139	225	59139	1,350	354,834
chr20:13,000,000-14,000,000	291	25982	291	25982	291	25982	291	25982	291	25982	291	25982	1,746	155,892
chr20:14,000,000-15,000,000	263	25242	263	25242	263	25242	263	25242	263	25242	263	25242	1,578	151,452
chr20:15,000,000-16,000,000	226	23198	226	23198	226	23198	226	23198	226	23198	226	23198	1,356	139,188
chr20:16,000,000-17,000,000	239	21040	239	21040	239	21040	239	21040	239	21040	239	21040	1,434	126,240
